"","scientific_name","taxa_data.kingdom.i.","taxa_data.class.i.","taxa_data.order.i.","RN","original","taxa_data.family.i.","taxa_data.taxonomicStatus.i.","genus","common"
"527","Anser erythropus","Animalia","Aves","Anseriformes","3182","Anser erythropus","Anatidae","accepted name","Anser","Anser erythropus"
"528","Chen caerulescens","Animalia","Aves","Anseriformes","3265","Chen caerulescens","Anatidae","accepted name","Chen","Chen"
"529","Chen rossii","Animalia","Aves","Anseriformes","3265","Chen rossii","Anatidae","accepted name","Chen","Chen"
"530","Chen caerulescens","Animalia","Aves","Anseriformes","3720","Chen caerulescens","Anatidae","accepted name","Chen","Chen caerulescens"
"531","Chen rossii","Animalia","Aves","Anseriformes","3723","Chen rossii","Anatidae","accepted name","Chen","Chen"
"532","Chen caerulescens","Animalia","Aves","Anseriformes","3723","C. caerulescens","Anatidae","accepted name","Chen","Chen"
"533","Anas laysanensis","Animalia","Aves","Anseriformes","2897","Anas laysanensis","Anatidae","accepted name","Anas","Anas laysanensis"
"534","Aythya ferina","Animalia","Aves","Anseriformes","107","Aythya ferina","Anatidae","accepted name","Aythya","Aythya ferina"
"535","Aythya fuligula","Animalia","Aves","Anseriformes","3134","Aythya fuligula","Anatidae","accepted name","Aythya","Aythya fuligula"
"536","Clangula hyemalis","Animalia","Aves","Anseriformes","3286","Clangula hyemalis","Anatidae","accepted name","Clangula","Anatidae"
"537","Melanitta fusca","Animalia","Aves","Anseriformes","3286","Melanitta fusca","Anatidae","accepted name","Melanitta","Anatidae"
"538","Mergus serrator","Animalia","Aves","Anseriformes","3286","Mergus serrator","Anatidae","accepted name","Mergus","Anatidae"
"539","Melanitta nigra","Animalia","Aves","Anseriformes","3286","M. nigra","Anatidae","accepted name","Melanitta","Anatidae"
"540","Histrionicus histrionicus","Animalia","Aves","Anseriformes","757","Histrionicus histrionicus","Anatidae","accepted name","Histrionicus","Histrionicus histrionicus"
"541","Somateria mollissima","Animalia","Aves","Anseriformes","1539","Somateria mollissima","Anatidae","accepted name","Somateria","Animalia"
"542","Mytilus edulis","Animalia","Bivalvia","Mytilida","1539","Mytilus edulis","Mytilidae","accepted name","Mytilus","Animalia"
"543","Somateria mollissima","Animalia","Aves","Anseriformes","2257","Somateria mollissima","Anatidae","accepted name","Somateria","Somateria mollissima"
"544","Accipiter gentilis","Animalia","Aves","Accipitriformes","1368","Accipiter gentilis","Accipitridae","accepted name","Accipiter","Accipiter gentilis"
"545","Accipiter nisus","Animalia","Aves","Accipitriformes","3149","Accipiter nisus","Accipitridae","accepted name","Accipiter","Aves"
"546","Circus cyaneus","Animalia","Aves","Accipitriformes","3149","Circus cyaneus","Accipitridae","accepted name","Circus","Aves"
"547","Falco tinnunculus","Animalia","Aves","Falconiformes","3149","Falco tinnunculus","Falconidae","accepted name","Falco","Aves"
"548","Asio otus","Animalia","Aves","Strigiformes","3149","Asio otus","Strigidae","accepted name","Asio","Aves"
"549","Asio flammeus","Animalia","Aves","Strigiformes","3149","Asio flammeus","Strigidae","accepted name","Asio","Aves"
"550","Aegolius funereus","Animalia","Aves","Strigiformes","3149","Aegolius funereus","Strigidae","accepted name","Aegolius","Aves"
"551","Asio flammeus","Animalia","Aves","Strigiformes","3149","A. flammeus","Strigidae","accepted name","Asio","Aves"
"552","Falco tinnunculus","Animalia","Aves","Falconiformes","3149","F. tinnunculus","Falconidae","accepted name","Falco","Aves"
"553","Asio otus","Animalia","Aves","Strigiformes","3149","A. otus","Strigidae","accepted name","Asio","Aves"
"554","Circus cyaneus","Animalia","Aves","Accipitriformes","3149","C. cyaneus","Accipitridae","accepted name","Circus","Aves"
"555","Buteo jamaicensis","Animalia","Aves","Accipitriformes","694","Buteo jamaicensis","Accipitridae","accepted name","Buteo","Aves"
"556","Buteo lagopus","Animalia","Aves","Accipitriformes","694","Buteo lagopus","Accipitridae","accepted name","Buteo","Aves"
"557","Falco peregrinus","Animalia","Aves","Falconiformes","694","Falco peregrinus","Falconidae","accepted name","Falco","Aves"
"558","Falco rusticolus","Animalia","Aves","Falconiformes","694","F. rusticolus","Falconidae","accepted name","Falco","Aves"
"559","Buteo lagopus","Animalia","Aves","Accipitriformes","3128","Buteo lagopus","Accipitridae","accepted name","Buteo","Aves"
"560","Perdix perdix","Animalia","Aves","Galliformes","3128","Perdix perdix","Phasianidae","accepted name","Perdix","Aves"
"561","Lanius excubitor","Animalia","Aves","Passeriformes","3128","Lanius excubitor","Laniidae","accepted name","Lanius","Aves"
"562","Bombycilla garrulus","Animalia","Aves","Passeriformes","3128","Bombycilla garrulus","Bombycillidae","accepted name","Bombycilla","Aves"
"563","Alcedo atthis","Animalia","Aves","Coraciiformes","3128","Alcedo atthis","Alcedinidae","accepted name","Alcedo","Aves"
"564","Acanthis flammea","Animalia","Aves","Passeriformes","3128","Carduelis flammea","Fringillidae","accepted name","Acanthis","Aves"
"565","Buteo buteo","Animalia","Aves","Accipitriformes","2523","Buteo buteo","Accipitridae","accepted name","Buteo","Aves"
"566","Haliaeetus albicilla","Animalia","Aves","Accipitriformes","2523","Haliaeetus albicilla","Accipitridae","accepted name","Haliaeetus","Aves"
"567","Pernis apivorus","Animalia","Aves","Accipitriformes","2523","Pernis apivorus","Accipitridae","accepted name","Pernis","Aves"
"568","Falco vespertinus","Animalia","Aves","Falconiformes","2523","Falco vespertinus","Falconidae","accepted name","Falco","Aves"
"569","Circus aeruginosus","Animalia","Aves","Accipitriformes","2523","Circus aeruginosus","Accipitridae","accepted name","Circus","Aves"
"570","Falco subbuteo","Animalia","Aves","Falconiformes","2523","F. subbuteo","Falconidae","accepted name","Falco","Aves"
"571","Falco tinnunculus","Animalia","Aves","Falconiformes","2523","F. tinnunculus","Falconidae","accepted name","Falco","Aves"
"572","Aquila chrysaetos","Animalia","Aves","Accipitriformes","2734","Aquila chrysaetos","Accipitridae","accepted name","Aquila","Aquila chrysaetos"
"573","Aquila chrysaetos","Animalia","Aves","Accipitriformes","2739","Aquila chrysaetos","Accipitridae","accepted name","Aquila","Accipitridae"
"574","Haliaeetus albicilla","Animalia","Aves","Accipitriformes","2739","Haliaeetus albicilla","Accipitridae","accepted name","Haliaeetus","Accipitridae"
"575","Haliaeetus albicilla","Animalia","Aves","Accipitriformes","2209","Haliaeetus albicilla","Accipitridae","accepted name","Haliaeetus","Haliaeetus albicilla"
"576","Haliaeetus albicilla","Animalia","Aves","Accipitriformes","2512","Haliaeetus albicilla","Accipitridae","accepted name","Haliaeetus","Haliaeetus albicilla"
"577","Haliaeetus leucocephalus","Animalia","Aves","Accipitriformes","3692","Haliaeetus leucocephalus","Accipitridae","accepted name","Haliaeetus","Haliaeetus leucocephalus"
"578","Neophron percnopterus","Animalia","Aves","Accipitriformes","1004","Neophron percnopterus","Accipitridae","accepted name","Neophron","Neophron percnopterus"
"579","Gypaetus barbatus","Animalia","Aves","Accipitriformes","2415","Gypaetus barbatus","Accipitridae","accepted name","Gypaetus","Gypaetus barbatus"
"580","Gyps bengalensis","Animalia","Aves","Accipitriformes","4259","Gyps bengalensis","Accipitridae","accepted name","Gyps","Accipitridae"
"581","Sarcogyps calvus","Animalia","Aves","Accipitriformes","4259","Sarcogyps calvus","Accipitridae","accepted name","Sarcogyps","Accipitridae"
"582","Gyps tenuirostris","Animalia","Aves","Accipitriformes","4259","Gyps tenuirostris","Accipitridae","accepted name","Gyps","Accipitridae"
"583","Gyps coprotheres","Animalia","Aves","Accipitriformes","4142","Gyps coprotheres","Accipitridae","accepted name","Gyps","Gyps coprotheres"
"584","Aegypius monachus","Animalia","Aves","Accipitriformes","2375","Aegypius monachus","Accipitridae","accepted name","Aegypius","Aegypius monachus"
"585","Pandion haliaetus","Animalia","Aves","Accipitriformes","3724","Pandion haliaetus","Pandionidae","accepted name","Pandion","Aves"
"586","Falco columbarius","Animalia","Aves","Falconiformes","3724","Falco columbarius","Falconidae","accepted name","Falco","Aves"
"587","Pandion haliaetus","Animalia","Aves","Accipitriformes","4369","Pandion haliaetus","Pandionidae","accepted name","Pandion","Pandion haliaetus"
"588","Falco peregrinus","Animalia","Aves","Falconiformes","726","Falco peregrinus","Falconidae","accepted name","Falco","Falco peregrinus"
"589","Falco punctatus","Animalia","Aves","Falconiformes","987","Falco punctatus","Falconidae","accepted name","Falco","Falco punctatus"
"590","Lagopus lagopus","Animalia","Aves","Galliformes","1636","Lagopus lagopus","Phasianidae","accepted name","Lagopus","Lagopus lagopus"
"591","Centrocercus urophasianus","Animalia","Aves","Galliformes","3334","Centrocercus urophasianus","Phasianidae","accepted name","Centrocercus","Centrocercus urophasianus"
"592","Fulica atra","Animalia","Aves","Gruiformes","3266","Fulica atra","Rallidae","accepted name","Fulica","Fulica atra"
"593","Otis tarda","Animalia","Aves","Otidiformes","3785","Otis tarda","Otididae","accepted name","Otis","Otis tarda"
"594","Haematopus ostralegus","Animalia","Aves","Charadriiformes","3281","Haematopus ostralegus","Haematopodidae","accepted name","Haematopus","Haematopus ostralegus"
"595","Haematopus ostralegus","Animalia","Aves","Charadriiformes","3293","Haematopus ostralegus","Haematopodidae","accepted name","Haematopus","Charadriiformes"
"596","Calidris canutus","Animalia","Aves","Charadriiformes","3293","Calidris canutus","Scolopacidae","accepted name","Calidris","Charadriiformes"
"597","Haematopus fuliginosus","Animalia","Aves","Charadriiformes","3148","Haematopus fuliginosus","Haematopodidae","accepted name","Haematopus","Animalia"
"598","Charadrius mongolus","Animalia","Aves","Charadriiformes","3148","Charadrius mongolus","Charadriidae","accepted name","Charadrius","Animalia"
"599","Charadrius bicinctus","Animalia","Aves","Charadriiformes","3148","Charadrius bicinctus","Charadriidae","accepted name","Charadrius","Animalia"
"600","Charadrius ruficapillus","Animalia","Aves","Charadriiformes","3148","Charadrius ruficapillus","Charadriidae","accepted name","Charadrius","Animalia"
"601","Calidris acuminata","Animalia","Aves","Charadriiformes","3148","Calidris acuminata","Scolopacidae","accepted name","Calidris","Animalia"
"602","Calidris ruficollis","Animalia","Aves","Charadriiformes","3148","Calidris ruficollis","Scolopacidae","accepted name","Calidris","Animalia"
"603","Calidris ferruginea","Animalia","Aves","Charadriiformes","3148","Calidris ferruginea","Scolopacidae","accepted name","Calidris","Animalia"
"604","Limosa lapponica","Animalia","Aves","Charadriiformes","3148","Limosa lapponica","Scolopacidae","accepted name","Limosa","Animalia"
"605","Haematopus longirostris","Animalia","Aves","Charadriiformes","3148","Haematopus longirostris","Haematopodidae","accepted name","Haematopus","Animalia"
"606","Charadrius bicinctus","Animalia","Reptilia","Dinosauria","3148","Charadrius bicinctus","Not assigned","accepted name","Charadrius","Animalia"
"607","Charadrius alexandrinus","Animalia","Aves","Charadriiformes","2221","Charadrius alexandrinus","Charadriidae","accepted name","Charadrius","Charadrius"
"608","Charadrius alexandrinus","Animalia","Reptilia","Dinosauria","2221","Charadrius alexandrinus","Not assigned","accepted name","Charadrius","Charadrius"
"609","Arenaria interpres","Animalia","Aves","Charadriiformes","1266","Arenaria interpres","Scolopacidae","accepted name","Arenaria","Charadriiformes"
"610","Calidris temminckii","Animalia","Aves","Charadriiformes","1266","Calidris temminckii","Scolopacidae","accepted name","Calidris","Charadriiformes"
"611","Larus canus","Animalia","Aves","Charadriiformes","1266","Larus canus","Laridae","accepted name","Larus","Charadriiformes"
"612","Tringa totanus","Animalia","Aves","Charadriiformes","89","Tringa totanus","Scolopacidae","accepted name","Tringa","Tringa totanus"
"613","Calidris canutus","Animalia","Aves","Charadriiformes","3078","Calidris canutus","Scolopacidae","accepted name","Calidris","Calidris canutus"
"614","Calidris canutus","Animalia","Aves","Charadriiformes","3227","Calidris canutus","Scolopacidae","accepted name","Calidris","Calidris canutus"
"615","Calidris canutus","Animalia","Aves","Charadriiformes","3442","Calidris canutus","Scolopacidae","accepted name","Calidris","Aves"
"616","Calidris maritima","Animalia","Aves","Charadriiformes","3442","Calidris maritima","Scolopacidae","accepted name","Calidris","Aves"
"617","Anthus spinoletta","Animalia","Aves","Passeriformes","3442","Anthus spinoletta","Motacillidae","accepted name","Anthus","Aves"
"618","Plectrophenax nivalis","Animalia","Aves","Passeriformes","3442","Plectrophenax nivalis","Calcariidae","accepted name","Plectrophenax","Aves"
"619","Oenanthe oenanthe","Animalia","Aves","Passeriformes","3442","Oenanthe oenanthe","Muscicapidae","accepted name","Oenanthe","Aves"
"620","Calidris pusilla","Animalia","Aves","Charadriiformes","3097","Calidris pusilla","Scolopacidae","accepted name","Calidris","Calidris pusilla"
"621","Tryngites subruficollis","Animalia","Aves","Charadriiformes","3090","Tryngites subruficollis","Scolopacidae","accepted name","Tryngites","Tryngites subruficollis"
"622","Limosa lapponica","Animalia","Aves","Charadriiformes","3178","Limosa lapponica","Scolopacidae","accepted name","Limosa","Charadriiformes"
"623","Haematopus longirostris","Animalia","Aves","Charadriiformes","3178","Haematopus longirostris","Haematopodidae","accepted name","Haematopus","Charadriiformes"
"624","Gallinago media","Animalia","Aves","Charadriiformes","2033","Gallinago media","Scolopacidae","accepted name","Gallinago","Scolopacidae"
"625","Capella media","Animalia","Aves","Charadriiformes","2033","Gallinago media","Scolopacidae","accepted name","Capella","Scolopacidae"
"626","Larus marinus","Animalia","Aves","Charadriiformes","512","Larus marinus","Laridae","accepted name","Larus","Larus"
"627","Larus argentatus","Animalia","Aves","Charadriiformes","512","Larus argentatus","Laridae","accepted name","Larus","Larus"
"628","Larus argentatus","Animalia","Aves","Charadriiformes","1469","Larus argentatus","Laridae","accepted name","Larus","Larus"
"629","Larus marinus","Animalia","Aves","Charadriiformes","1469","L. marinus","Laridae","accepted name","Larus","Larus"
"630","Uria aalge","Animalia","Aves","Charadriiformes","1388","Uria aalge","Alcidae","accepted name","Uria","Animalia"
"631","Mallotus villosus","Animalia","Actinopterygii","Osmeriformes","1388","Mallotus villosus","Osmeridae","accepted name","Mallotus","Animalia"
"632","Gadus morhua","Animalia","Actinopterygii","Gadiformes","1388","Gadus morhua","Gadidae","accepted name","Gadus","Animalia"
"633","Gadus macrocephalus","Animalia","Actinopterygii","Gadiformes","1388","Gadus morhua","Gadidae","accepted name","Gadus","Animalia"
"634","Uria aalge","Animalia","Aves","Charadriiformes","1900","Uria aalge","Alcidae","accepted name","Uria","Uria aalge"
"635","Uria aalge","Animalia","Aves","Charadriiformes","3393","Uria aalge","Alcidae","accepted name","Uria","Uria aalge"
"636","Cepphus columba","Animalia","Aves","Charadriiformes","1519","Cepphus columba","Alcidae","accepted name","Cepphus","Cepphus columba"
"637","Brachyramphus marmoratus","Animalia","Aves","Charadriiformes","3988","Brachyramphus marmoratus","Alcidae","accepted name","Brachyramphus","Brachyramphus marmoratus"
"638","Ptychoramphus aleuticus","Animalia","Aves","Charadriiformes","2075","Ptychoramphus aleuticus","Alcidae","accepted name","Ptychoramphus","Ptychoramphus aleuticus"
"639","Fratercula arctica","Animalia","Aves","Charadriiformes","4426","Fratercula arctica","Alcidae","accepted name","Fratercula","Charadriiformes"
"640","Stercorarius skua","Animalia","Aves","Charadriiformes","4426","Stercorarius skua","Stercorariidae","accepted name","Stercorarius","Charadriiformes"
"641","Psittacus erithacus","Animalia","Aves","Psittaciformes","3784","Psittacus erithacus","Psittacidae","accepted name","Psittacus","Psittacus"
"642","Psittacus erithacus","Animalia","Aves","Psittaciformes","3784","P. erithacus","Psittacidae","accepted name","Psittacus","Psittacus"
