"","RN","Trend_01_60","Trend_02_60","Trend_05_60","Trend_01_maj","Trend_02_maj","Trend_05_maj","Trend_sig_01_60","Trend_sig_005_60","Trend_sig_01_maj","Trend_sig_005_maj","av_lmbd","loCI","upCI","se","p","N","Trend_meta_01","Trend_meta_005"
"25",191,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0344149400220212,0.0118282805136317,0.0570015995304108,NA,0.0224850782369756,1,"Increase","Increase"
"26",374,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0216810491384666,-0.0195661573919623,0.0629282556688955,NA,0.260046887037531,1,"Stable","Stable"
"27",383,"Varied","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00596849495267954,-0.020017381232863,0.0319543711382221,0.0132583437198417,0.652588607834096,3,"Stable","Stable"
"28",510,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0197948933769755,-0.0247207348735821,-0.0148690518803689,NA,1.47496249750257e-06,1,"Decline","Decline"
"29",512,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0394077340574648,0.0347149419399951,0.0441005261749345,0.00239432568888297,7.25207800205247e-61,4,"Increase","Increase"
"30",536,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0896452541822173,0.0206922646937284,0.158598243670706,NA,0.0159210015962576,1,"Increase","Increase"
"31",543,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Stable","Increase","Stable",0.0948647845415611,-0.00392795985275372,0.193657528935876,NA,0.0538905887253371,1,"Increase","Stable"
"32",544,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0223379723575331,0.0130439243445823,0.0316320203704838,NA,0.0016187306937851,1,"Increase","Increase"
"33",545,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline",-0.0820932250132093,-0.0867513983527479,-0.0774350516736707,NA,1.95572749266564e-11,1,"Decline","Decline"
"34",591,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0183588974039795,-0.0304266551116478,-0.00629113969631119,NA,0.0168091966761964,1,"Decline","Decline"
"35",596,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.07759920431798,0.031882612100567,0.123315796535393,NA,0.0124363764095606,1,"Increase","Increase"
"36",604,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.0046607301746844,-0.0333623265998035,0.0240408662504347,NA,0.557060469508339,1,"Stable","Stable"
"37",650,"Varied","Stable","Stable","Stable","Stable","Stable","Decline","Varied","Decline","Decline",0.00573511661104735,-0.0128838054306339,0.0243540386527286,0.00949962457909685,0.546029586677247,7,"Stable","Stable"
"38",657,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0880456295279032,-2.56702610157419,2.39093484251838,NA,0.730123054252553,1,"Stable","Stable"
"39",659,"Varied","Varied","Varied","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.0384766843341192,-0.544537209086783,0.467583840418545,0.258198889747161,0.88153820050808,3,"Stable","Stable"
"40",660,"Varied","Stable","Stable","Varied","Stable","Stable","Varied","Stable","Varied","Stable",-0.0122817121400008,-0.0246531645467553,8.97402667536535e-05,0.00631208149962904,0.0516851664913264,2,"Decline","Stable"
"41",661,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.09100115339755,NA,NA,NA,NA,1,"Stable","Stable"
"42",662,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0231357817901906,0.00703878586412833,0.0392327777162529,0.00821290393753832,0.00484739486780991,8,"Increase","Increase"
"43",666,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Stable","Increase","Stable",0.0986318764994356,0.0450811537583063,0.152182599240565,0.0273222993705653,0.000306267188148228,2,"Increase","Increase"
"44",668,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.0922130751248779,0.0351572395585987,0.149268910691157,0.0291106551019959,0.00153663546062378,20,"Increase","Increase"
"45",669,"Varied","Varied","Varied","Stable","Stable","Stable","Increase","Varied","Increase","Stable",0.016938176254569,-0.0131014263685628,0.0469777788777008,0.015326609498991,0.269095339679869,3,"Stable","Stable"
"46",674,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0214806577381896,0.0130359042781403,0.0299254111982389,NA,1.10060691155759e-05,1,"Increase","Increase"
"47",676,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00707652494606693,-0.0183369834763313,0.0324900333684651,NA,0.548847958505179,1,"Stable","Stable"
"48",678,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.0019007418638255,-0.0148095338080993,0.0110080500804483,NA,0.757962482856188,1,"Stable","Stable"
"49",679,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0221354430149602,0.0138056803210993,0.0304652057088212,NA,1.2252403744692e-05,1,"Increase","Increase"
"50",683,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0130648993412828,0.00653142077377368,0.0195983779087918,NA,0.000625205403607871,1,"Increase","Increase"
"51",684,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0313379029073727,0.0242224418453473,0.0384533639693981,NA,7.07772414651789e-08,1,"Increase","Increase"
"52",689,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00631971073519669,-0.0209059069950877,0.00826648552469433,NA,0.373441315012976,1,"Stable","Stable"
"53",690,"Increase","Stable","Stable","Increase","Stable","Stable","Increase","Increase","Increase","Increase",0.0156110662577911,0.00854752103752703,0.0226746114780551,NA,0.0002021135439451,1,"Increase","Increase"
"54",694,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00321307975250274,-0.00171086547006852,0.008137024975074,0.00251226311371572,0.200911741936629,4,"Stable","Stable"
"55",696,"Varied","Varied","Stable","Decline","Stable","Stable","Varied","Varied","Stable","Stable",-0.00271065803343849,-0.0221431665207885,0.0167218504539115,0.00991472733204854,0.784547955910397,5,"Stable","Stable"
"56",698,"Increase","Increase","Varied","Increase","Increase","Stable","Increase","Varied","Increase","Varied",0.0316035474834654,-0.00235035588810933,0.06555745085504,0.0173237384152968,0.0681080257272559,11,"Increase","Stable"
"57",701,"Stable","Stable","Stable","Stable","Stable","Stable","Varied","Varied","Stable","Stable",-0.000494596583239264,-0.00587387807700918,0.00488468491053065,0.00274458180670717,0.856988996414743,20,"Stable","Stable"
"58",706,"Varied","Stable","Stable","Varied","Stable","Stable","Stable","Stable","Stable","Stable",0.00582490769558371,0.00271424094913613,0.00893557444203129,0.00158710403404559,0.000242409477226629,66,"Increase","Increase"
"59",718,"Increase","Increase","Stable","Increase","Increase","Stable","Stable","Stable","Stable","Stable",0.0413631390167391,0.0214981996017004,0.0612280784317778,0.0101353594105457,4.48283215695981e-05,8,"Increase","Increase"
"60",725,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.326112867950501,-0.832173392703165,0.179947656802163,0.258198889747161,0.206578503983878,3,"Stable","Stable"
"61",726,"Increase","Increase","Stable","Increase","Increase","Stable","Varied","Varied","Varied","Varied",0.0327617881458451,0.0179154561279957,0.0476081201636946,0.00757479838147813,1.52460157716556e-05,8,"Increase","Increase"
"62",739,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0123355095122242,-0.0624547977374935,0.0377837787130451,NA,0.197027736554319,1,"Stable","Stable"
"63",747,"Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable","Stable",-0.0348570321979973,-0.169840656464282,0.100126592068288,0.0688704615651199,0.612769208765924,2,"Stable","Stable"
"64",748,"Varied","Varied","Varied","Varied","Varied","Varied","Varied","Stable","Stable","Stable",-0.0194932057888544,-0.294841418620339,0.25585500704263,0.140486363526777,0.889643639851064,3,"Stable","Stable"
"65",749,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.14519787266704,-0.380723612510843,0.0903278671767627,NA,0.162130159269222,1,"Stable","Stable"
"66",751,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00811646002721869,-0.0280619528705301,0.0442948729249674,NA,0.436247106922976,1,"Stable","Stable"
"67",757,"Decline","Stable","Stable","Decline","Stable","Stable","Stable","Stable","Stable","Stable",-0.0190659658429101,-0.0657545953831568,0.0276226636973366,NA,0.320222563057878,1,"Stable","Stable"
"68",759,"Increase","Varied","Stable","Increase","Varied","Stable","Stable","Stable","Stable","Stable",0.0178340150180385,-0.0858784233978071,0.121546453433884,0.0529154817302339,0.73609556417166,2,"Stable","Stable"
"69",760,"Varied","Decline","Stable","Decline","Decline","Stable","Varied","Varied","Decline","Decline",-0.0152668121071273,-0.0459736384342833,0.0154400142200287,0.0156670360115633,0.329830972171809,3,"Stable","Stable"
"70",763,"Decline","Stable","Stable","Decline","Stable","Stable","Decline","Decline","Decline","Decline",-0.0160249113716653,-0.0190046391676133,-0.0130451835757172,NA,3.36897134609468e-12,1,"Decline","Decline"
"71",765,"Varied","Varied","Varied","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.129005592293292,-0.290981604106945,0.0329704195203611,0.0826423409263125,0.118521186769546,7,"Stable","Stable"
"72",766,"Decline","Decline","Varied","Decline","Decline","Varied","Decline","Decline","Decline","Decline",-0.0346761596323736,-0.0530404184445587,-0.0163119008201886,0.00936969197242397,0.000214848188804354,2,"Decline","Decline"
"73",769,"Varied","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00355096456796272,-0.00943096689319736,0.00232903775727193,0.00300005631308297,0.236558514781906,3,"Stable","Stable"
"74",770,"Varied","Varied","Stable","Stable","Stable","Stable","Varied","Varied","Varied","Varied",-0.00517803183377336,-0.0259409936894609,0.0155849300219142,0.0105935425443851,0.624989431122168,4,"Stable","Stable"
"75",781,"Decline","Decline","Stable","Decline","Decline","Stable","Varied","Stable","Stable","Stable",-0.0341240434639028,-0.0426332700132457,-0.0256148169145599,0.00434152189349528,3.84358585886892e-15,11,"Decline","Decline"
"76",783,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.000561069584341761,-0.0215420714316636,0.0226642106003471,NA,0.950501913638535,1,"Stable","Stable"
"77",791,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.0903542388231681,-0.271508535583045,0.0908000579367085,NA,0.210641145864218,1,"Stable","Stable"
"78",792,"Varied","Varied","Stable","Varied","Varied","Stable","Varied","Varied","Varied","Varied",-0.0144078871082943,-0.0302504065570617,0.001434632340473,0.00808306661435165,0.0746713420138938,2,"Decline","Stable"
"79",800,"Varied","Stable","Stable","Varied","Stable","Stable","Varied","Stable","Varied","Stable",-0.0089328188579354,-0.0198989595658427,0.00203332184997189,0.00559507255970355,0.110365822149538,2,"Stable","Stable"
"80",832,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00634478408467126,-0.0205891737738319,0.00789960560448935,NA,0.355612952024549,1,"Stable","Stable"
"81",835,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.171711781790161,NA,NA,NA,NA,1,"Stable","Stable"
"82",839,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.187299480647224,NA,NA,NA,NA,1,"Stable","Stable"
"83",840,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00117697574791452,NA,NA,NA,NA,1,"Stable","Stable"
"84",847,"Stable","Stable","Stable","Stable","Stable","Stable","Increase","Stable","Increase","Stable",0.00995276857967516,-9.03883841736515e-05,0.019995925543524,NA,0.0518436926751561,1,"Increase","Stable"
"85",848,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.113395855486088,-0.518605939557007,0.291814228584831,NA,0.351728967236738,1,"Stable","Stable"
"86",850,"Decline","Stable","Stable","Decline","Stable","Stable","Varied","Varied","Stable","Stable",-0.0116351725335694,-0.017873309543214,-0.00539703552392487,0.00318278144846039,0.000256519363317152,8,"Decline","Decline"
"87",852,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.000368004475391098,-0.0375963541881987,0.0368603452374165,NA,0.983170720898025,1,"Stable","Stable"
"88",853,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline",-0.0531965127075904,-0.0799509017492567,-0.0264421236659242,NA,0.00220426636188612,1,"Decline","Decline"
"89",857,"Varied","Varied","Stable","Varied","Stable","Stable","Varied","Varied","Varied","Varied",0.00493728601909002,-0.00693060414055755,0.0168051761787376,0.00605515726475587,0.414851815300018,7,"Stable","Stable"
"90",859,"Stable","Stable","Stable","Stable","Stable","Stable","Increase","Stable","Increase","Stable",0.00322100222882123,-0.000343954719531244,0.0067859591771737,NA,0.0678363207590429,1,"Increase","Stable"
"91",865,"Decline","Varied","Stable","Decline","Decline","Stable","Decline","Varied","Decline","Decline",-0.0217596732828151,-0.038980411264664,-0.00453893530096626,0.00878625225651279,0.0132655647808735,9,"Decline","Decline"
"92",866,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00797449138166659,-0.042330089407494,0.0263811066441609,NA,0.612213411651147,1,"Stable","Stable"
"93",868,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00129137566469759,-0.026218548227867,0.0288012995572622,NA,0.921967169180341,1,"Stable","Stable"
"94",874,"Decline","Decline","Varied","Decline","Decline","Varied","Stable","Stable","Stable","Stable",-0.0798741287013723,-0.699669161005934,0.539920903603189,0.316227766016838,0.800589561781951,2,"Stable","Stable"
"95",880,"Increase","Increase","Increase","Increase","Increase","Increase","Stable","Stable","Stable","Stable",0.075390041132987,NA,NA,NA,NA,1,"Stable","Stable"
"96",881,"Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase","Increase",0.0797825796864967,0.0688741721731409,0.0906909871998526,NA,4.80130475023126e-08,1,"Increase","Increase"
"97",884,"Decline","Decline","Decline","Decline","Decline","Decline","Stable","Stable","Stable","Stable",-0.123357051995443,NA,NA,NA,NA,1,"Stable","Stable"
"98",889,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",-0.00549586307331023,-0.118516086005719,0.107524359859098,NA,0.853647739437814,1,"Stable","Stable"
"99",892,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00558720212589916,-0.00632122971370349,0.0174956339655018,NA,0.3411208934702,1,"Stable","Stable"
"100",893,"Increase","Increase","Stable","Increase","Increase","Stable","Increase","Increase","Increase","Increase",0.0254369914931111,0.0110519215918474,0.0398220613943748,0.00733945624242654,0.000528682079068488,3,"Increase","Increase"
"101",897,"Increase","Stable","Stable","Increase","Stable","Stable","Stable","Stable","Stable","Stable",0.0190562395062658,-0.00628964078688082,0.0444021197994124,NA,0.111107197175996,1,"Stable","Stable"
"102",898,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00583463086499959,-0.0149952689789785,0.0266645307089777,NA,0.351374838197853,1,"Stable","Stable"
"103",900,"Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline","Decline",-0.0717982422301957,-0.100269420904307,-0.0433270635560846,NA,0.000398186203536167,1,"Decline","Decline"
"104",902,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.00639915196530215,-0.0316992191607855,0.0444975230913898,NA,0.544953754017324,1,"Stable","Stable"
"105",905,"Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable","Stable",0.0057612741254845,-0.0302814160604816,0.0418039643114506,NA,0.291264364114467,1,"Stable","Stable"
